4.861417701015668946e-03,-8.134438123551417099e-02,7.913337157248517828e-01
2.275255626565819700e-02,-1.338444030640357219e-01,1.303126616764886947e-01
2.419174013517244592e-02,-8.410162567585530158e-02,-5.398781162454080462e-01
1.315823862992526738e-02,-3.679947636079411444e-02,-2.005100423111820795e-01
-1.615144273714919088e-02,4.585947457824474105e-02,-7.592777845784275392e-01
-4.206243275531462711e-02,1.916466567620689898e-01,-1.064827046454740911e+00
-3.564952108272567699e-03,1.994793884277901719e-01,5.113858948881382371e-01
1.109509072717962397e-02,8.747965280531647125e-02,8.343358987521882764e-01
7.542831435433661191e-03,3.917578849257599694e-02,4.876519253926597797e-02
-1.533673862493911688e-02,-9.334761643654229668e-02,1.295235814481065617e+00
-6.392355036785146716e-03,-1.386435915860069201e-01,-2.259605412763242560e-01
3.782321365943142055e-03,-6.659505581993872825e-02,-5.930125517362717646e-01
4.356184287447772974e-03,-3.946193519347486467e-02,3.725184962254265986e-02
5.214405720149306589e-03,-3.508703863285686508e-02,-6.043043713978521470e-02
9.291969215458717457e-03,-4.834441331351868598e-02,1.658561299148346435e-01
-2.280054358064331765e-03,1.074947733692305230e-02,-6.753884114311522469e-01
-1.695570109150357219e-02,1.163753547090135981e-01,-7.027118475917231155e-01
-2.028353447547037725e-03,1.432306364502916873e-01,1.063573020345033315e-01
1.723713831544659847e-02,1.359648710134970795e-01,6.527084995803233980e-03
1.243196109050215270e-03,6.201439866787505917e-03,1.280022681896576975e+00
-8.948895026522518670e-03,-5.050773696053989514e-02,-8.656001819164810263e-02
-9.459145563073367846e-03,-9.041664661257799163e-02,4.328732789442523154e-01
-1.389624323447358201e-03,-3.278648692966590339e-02,-7.908519041968509189e-01
9.663900234947453427e-04,2.508668963432202775e-02,-1.651986123534123496e-01
2.141094861023429274e-04,4.030380737054056750e-03,2.908490335897955248e-01
-2.916535731712910362e-04,-5.571185302376949200e-03,-5.388480324373563779e-02
-1.029970643142474884e-03,-2.971730232810491229e-02,2.644181186275502138e-01
-1.567997856182223870e-04,-2.857991331748490141e-02,-1.460686679852916670e-01
1.228592006441986406e-03,5.913408731886155012e-02,-7.861739130482674476e-01
2.003896543487582171e-02,1.549959190106675599e-01,-5.539029755757249873e-01
2.774681057487327074e-02,1.040284652253391229e-01,7.593841126426938981e-01
1.646869820723040334e-03,5.017363501296834283e-03,6.185923831853512578e-01
-4.256000140315685520e-03,-1.315581784734348725e-02,-1.272892377673320308e-01
-3.061195298381191865e-02,-1.239774332281092517e-01,1.183416621919703093e+00
-1.022578294819620481e-02,-2.829790185655474688e-01,9.298380452976608979e-01
6.138619361437991362e-02,-2.541161313217421558e-01,-6.878525235144046235e-01
8.964423452309677742e-02,-1.774869648392246035e-01,-2.640313976441750476e-01
2.162986630298213697e-02,-3.252827494498955474e-02,-1.437649337776182978e+00
-4.070170013987117752e-02,6.370446180888889032e-02,-3.984313553728493495e-01
-7.640666140140783824e-02,1.618188311772997268e-01,-8.147233407180813902e-01
3.976244480998203379e-03,-7.639145702029623286e-02,7.370624103583470754e-01
5.181322119811593296e-04,-5.552302932267216828e-03,-1.071355770987830303e+00
-4.478341884848857646e-03,1.105579534755382759e-01,-5.947795471159472713e-01
9.039309184980193201e-03,1.200990630786325369e-01,2.068721721870616648e-01
6.089133920473832617e-04,4.397302241677419898e-03,1.033112185998745325e+00
-9.693652394880736267e-03,-1.279537672556110561e-01,7.769056242802900858e-01
1.947631490539536436e-02,-2.081356018707970768e-01,3.987945147984623961e-01
4.039491003707706973e-02,-1.442733593102272782e-01,-7.851755404745401901e-01
3.252976445939725902e-02,-7.897985817873254266e-02,-2.325471144660434808e-01
2.614601422358986405e-02,-5.241443385549338085e-02,-1.450200004630509687e-01
-4.971279688526519802e-02,1.076309956158533199e-01,-1.668074706962480835e+00
-6.796770407334218334e-02,3.216075169627681252e-01,-1.226279199831187494e+00
7.945268773137625917e-02,4.359739441896388068e-01,-5.174156167688770402e-01
1.674083673452573251e-01,2.661072616177492245e-01,1.538877574845242346e+00
5.812559067365996590e-03,6.576953073642810566e-03,2.234414816954874539e+00
-1.458094914034619993e-01,-2.138713659762203623e-01,1.509848405017708117e+00
-1.070165408496228654e-01,-4.121636676867933557e-01,8.878760907013503179e-01
1.163691243221236515e-01,-5.091202779469388151e-01,5.170586875013842842e-01
2.831972869257093350e-01,-3.306072010687784446e-01,-1.119062306443266763e+00
2.154629368164500680e-01,-1.229943619984463776e-01,-1.284488102673177590e+00
-1.353296502293910297e-02,5.748522386294196984e-03,-1.958562310175874011e+00
-3.214966900233421909e-01,2.227236768748485085e-01,-2.766596314379890398e+00
-2.779247807535382142e-01,6.192826275640749278e-01,-1.505880661769204654e+00
2.459185880869644292e-01,7.355421836840001504e-01,-2.321083684156937110e-01
4.420417184666303734e-01,2.909581454148737478e-01,2.621354828236929890e+00
1.748605653442523167e-01,3.993561007421853049e-02,2.172039886439177003e+00
-1.932269684389863462e-01,-4.610417448279136021e-02,2.680228099678378051e+00
-3.762200760708176994e-01,-2.344073217870625836e-01,1.097768118278648508e+00
-2.824635314885465265e-01,-5.450797695894004091e-01,1.145096078238281301e+00
1.111238468142525804e-01,-6.492669222513431926e-01,-1.449710266378039236e-01
2.799975716180952423e-01,-3.197202883175120913e-01,-2.284008716175504272e+00
1.655628415540681964e-01,-9.940128366087808143e-02,-1.140514372140597699e+00
-5.210527128891584425e-03,2.496982578903628180e-03,-1.394937178430865732e+00
-1.879786647357385432e-01,1.181170413042550438e-01,-1.443376225212855246e+00
-3.002368797585189819e-01,3.975743108128262371e-01,-2.028111433406816655e+00
-4.858927371873655865e-02,6.216201325813669465e-01,-2.200382910350624499e-01
2.342156309313550011e-01,4.387437045683033610e-01,1.392814245005801865e+00
1.819183844464469235e-01,1.560517670105174837e-01,1.852072029966060907e+00
-1.524778024277151367e-02,-1.038928744473521792e-02,1.615828913594923755e+00
-2.361657073476329805e-01,-2.304106242540909788e-01,2.274638078016345766e+00
1.526059396148360392e-03,-3.568863036452216142e-02,3.424255485585198655e-01
-9.751466391143548407e-04,1.908947202184406444e-02,-7.123885218504344419e-01
3.865589633118560187e-04,9.138942599498553476e-02,-3.462611453439171649e-01
1.407282410746668599e-02,1.244488751991118108e-01,-1.562360473743046319e-01
3.155124701947475963e-02,1.281948330627525612e-01,1.228809801244434841e-02
-2.137898162189899587e-03,-6.819153582669768010e-03,1.360247290438839407e+00
-4.072077967533394016e-02,-2.062557541990478749e-01,1.304484662317745958e+00
1.284231643163546988e-02,-2.723136694147084147e-01,-4.954131812068474083e-02
7.076926518149750933e-02,-2.265278391597918828e-01,-3.215657520707444483e-01
6.461794938139686639e-02,-1.210301136058802296e-01,-8.205025393710820847e-01
-4.630255600660659887e-02,8.243723359285093366e-02,-1.862829105511946359e+00
-8.892729428881862574e-02,2.642765053036478795e-01,-8.700128303604319768e-01
-1.406969008642189323e-02,2.603219973050943103e-01,6.272051594442835665e-01
4.273780747487454512e-02,2.221333893892138978e-01,2.095467634621095421e-02
5.062255477047505892e-02,1.293851958763542198e-01,8.471362837383036304e-01
3.739980225837080674e-02,7.135657085216567941e-02,1.420592770643913649e-01
-3.839611818486576844e-03,-6.718718083987940126e-03,7.959116189422092980e-01
-7.582133374657151759e-02,-1.685220353191219100e-01,1.338318654328723989e+00
-5.404001514993539423e-02,-3.259432404036075592e-01,7.565875914634943022e-01
5.969196614720417848e-02,-3.386724743768985690e-01,-2.524842783611451758e-01
1.509228696292131966e-01,-2.735716727623195843e-01,-1.765040650916624987e-01
1.653244502064437071e-01,-1.674769351599458833e-01,-6.648332880299643310e-01
5.705672129260308534e-02,-4.233903785735881886e-02,-1.284478275303857053e+00
-1.832449167138521240e-01,1.625589472108469602e-01,-2.480142654466442220e+00
-2.276347096600193076e-01,4.520008569041662483e-01,-1.347381580806306545e+00
5.811323690548864107e-02,6.016163283665147965e-01,-2.993212187671430158e-01
3.320823034110621519e-01,4.166284362577233336e-01,8.612604019266463240e-01
2.737314265319121809e-01,1.403491892336207192e-01,1.800376253010296246e+00
1.822885397554785403e-02,5.834902029798527678e-03,1.958498392012441025e+00
-3.078990491057443935e-01,-1.580046604294873536e-01,2.658284929171129463e+00
-3.457699252784607324e-01,-4.831846302031029272e-01,1.144941593047184902e+00
1.756773292409918863e-02,-6.769844650830063593e-01,2.398754379448861940e-01
3.254595613085470296e-01,-4.322829957007816026e-01,-1.502013281409932954e+00
2.277922607294913249e-01,-1.303861937113366398e-01,-2.013106856458363847e+00
-6.916332367050220808e-02,3.140606145538027416e-02,-2.342915996228804421e+00
-2.457214489693050896e-01,1.736696793539772576e-01,-1.054287812521834233e+00
-2.452722389550912041e-01,3.758488860374504803e-01,-9.301934736717751839e-01
-5.179387752665753908e-02,4.819656564567815771e-01,1.321676243908496140e-01
1.014660809190166546e-01,3.204694072541007799e-01,1.421465337749491020e+00
6.557456035769415603e-02,1.095470353378997230e-01,1.333341619622780527e+00
2.384101275995864633e-03,-6.681532989990236759e-02,6.546131178623320057e-01
8.863977894147057057e-03,-8.053430181724856307e-02,-1.944373042124325490e-01
4.456455551221316647e-03,-2.696144679218073770e-02,-4.277860726292515015e-01
-5.074972121920873214e-03,3.110868311265901909e-02,-3.594821586627817700e-01
-1.699567864438700227e-03,1.207296646298580689e-02,3.728039794317986599e-01
-1.620013565688194213e-03,1.264874489419057224e-02,-1.954215682015937594e-01
-7.264059859712346245e-03,1.305520914926698584e-01,-1.058895265647157524e+00
1.233042289698027538e-02,1.470182575607908992e-01,3.745722373995514776e-01
2.985178740725125124e-03,1.776150684395358392e-02,1.080862440091897803e+00
-1.297443568580902706e-02,-1.055293895353023870e-01,6.697443746611355664e-01
-2.185200536023890194e-03,-8.930674744280006627e-02,-5.083556340119020911e-01
-1.811014531971633090e-05,9.163992562111478168e-04,-6.265320730085879308e-01
6.191047154889828263e-04,-2.082575262003127231e-02,5.326139176387661989e-01
5.945624214409361841e-03,-7.587581027686868262e-02,2.709909510256310883e-01
1.320355689253949194e-02,-8.277175140083260774e-02,-6.220215096747261363e-02
-5.030837606117333216e-03,2.665523187214399736e-02,-1.057032901897793531e+00
-1.491963800300422083e-02,1.692628082074909279e-01,-8.643362392341229494e-01
3.714850437953676199e-02,2.729015133886215083e-01,-6.010354008544296356e-01
