-9.998207123043275635e-01,-1.893523824162574032e-02,5.448831829968968886e-03,1.811643958091735840e+00
-9.955304694269417887e-01,-9.444090449891362482e-02,7.392356111638999083e-01,-8.349467068910598755e-02
-9.845909850868045377e-01,-1.748730742161176133e-01,4.199364548884807480e-01,3.177927434444427490e-01
-9.777341526136995586e-01,-2.098473893398980772e-01,1.358284430536232379e-01,1.015420198440551758e+00
-9.738185561792890299e-01,-2.273266804422326703e-01,1.066061327391706615e-01,-1.083484292030334473e+00
-9.891164431089369824e-01,-1.471348428195203839e-01,-8.556511035818513689e-01,-1.841924190521240234e+00
-9.962382149809787535e-01,8.665690400373915470e-02,-1.863774389844715884e+00,-4.710465073585510254e-01
-9.378846801476186101e-01,3.469471526679520634e-01,-1.675880624433323307e+00,-1.079629302024841309e+00
-8.442452809105940315e-01,5.359569998238592481e-01,-1.224191702328777609e+00,-1.311557292938232422e+00
-7.764639201017146108e-01,6.301617100239257363e-01,-5.214541544800539441e-01,1.526788592338562012e+00
-8.516949817373991038e-01,5.240378403162612164e-01,1.546784005545175145e+00,1.416540145874023438e-01
-9.782506178669480024e-01,2.074264415230964442e-01,2.580855005633129640e+00,-1.291312929242849350e-02
-9.792972711474733361e-01,-2.024274060573617862e-01,2.734433162471531897e+00,-1.599452733993530273e+00
-8.867657390923667782e-01,-4.622191298204440524e-01,1.324345592841851715e+00,-1.826970100402832031e+00
-8.826335484766554274e-01,-4.700617183982412906e-01,-5.860897939054505734e-01,-9.718913435935974121e-01
-9.663691290060641981e-01,-2.571589129391800843e-01,-1.954816201161655664e+00,-8.432186245918273926e-01
-9.937638080919570793e-01,1.115055771097210324e-01,-2.652173605393814526e+00,6.291321516036987305e-01
-9.053869332065381803e-01,4.245874482116253623e-01,-1.856343174072323965e+00,1.434307098388671875e+00
-8.530235144572020367e-01,5.218724784687189810e-01,-1.430231991077790532e-01,3.345822691917419434e-01
-9.044741204965071057e-01,4.265285047356975334e-01,1.138734023657584693e+00,-1.258053183555603027e-01
-9.820082035818612498e-01,1.888382590947229323e-01,1.882518330099868020e+00,-9.830356836318969727e-01
-9.970496978918899078e-01,-7.675871242856428800e-02,1.658340242512306384e+00,-8.644366860389709473e-01
-9.666648248868492388e-01,-2.560451450945262497e-01,9.417105134644336850e-01,-1.867939949035644531e+00
-9.674083660811951813e-01,-2.532213522515671666e-01,-5.081830300024584579e-01,-7.306466102600097656e-01
-9.953639214816667469e-01,-9.618037124402437077e-02,-1.308131436782842494e+00,1.929834246635437012e+00
-9.996353224264948878e-01,2.700411371027802709e-02,-5.432923752462541778e-01,2.573008537292480469e-01
-9.961864158919894185e-01,8.725035697504245069e-02,-3.151930406907714199e-01,8.143987655639648438e-01
-9.969776502188321121e-01,7.768889859005648213e-02,2.547116678702627257e-01,-2.918476760387420654e-01
-9.993068102303552802e-01,3.722766481036132030e-02,2.677974420780260822e-01,-7.396461814641952515e-02
-9.999829720347848117e-01,-5.835721076166377336e-03,2.860358647877137561e-01,7.953568100929260254e-01
-9.967996543134501897e-01,-7.994028496688118657e-02,5.819804115425982749e-01,-1.857961058616638184e+00
-9.979167754485617214e-01,-6.451441140043663591e-02,-4.482501569129133112e-01,6.713993549346923828e-01
-9.998742532437847608e-01,-1.585804843553776516e-02,-2.493074791177915250e-01,7.526626586914062500e-01
-9.999531807762397362e-01,-9.676582841102175300e-03,6.639689732719718240e-02,1.842099547386169434e+00
-9.952644499626919217e-01,-9.720429332318712701e-02,8.262368465224747549e-01,-1.363580226898193359e+00
-9.909648537796575951e-01,-1.341218049888304731e-01,-5.631684906857287176e-02,-1.479434490203857422e+00
-9.994646111601299676e-01,-3.271835934960860837e-02,-9.700015988078125595e-01,-2.598544955253601074e-01
-9.923173479947920983e-01,1.237185550698950420e-01,-1.043408893261647874e+00,6.731648743152618408e-02
-9.706273176696503802e-01,2.405880508117967109e-01,-6.354303517844493987e-01,1.270595192909240723e+00
-9.746271873916128037e-01,2.238344155779314060e-01,4.926562013108383709e-01,1.150112032890319824e+00
-9.999055086286136040e-01,-1.374677468184748799e-02,8.917730007820798277e-03,1.999070644378662109e+00
-9.950846030602561454e-01,-9.902844415829455127e-02,8.335791486498113079e-01,1.991990566253662109e+00
-9.601130559273154397e-01,-2.796120881469748021e-01,1.382602357377783697e+00,-2.264544516801834106e-01
-9.170881144428784104e-01,-3.986845750058634064e-01,5.403108283961532976e-01,-1.727254867553710938e+00
-9.477191632582591119e-01,-3.191056057061127937e-01,-1.112857527463026130e+00,1.852444887161254883e+00
-9.843749942693245103e-01,-1.760848393737161621e-01,-8.839628303165267820e-01,-8.589988350868225098e-01
-9.996888629544355975e-01,2.494348181124089736e-02,-1.530865007998521099e+00,-4.964653551578521729e-01
-9.665276600018071207e-01,2.565624338273845839e-01,-1.520698838655307084e+00,1.076983094215393066e+00
-9.309743826402189226e-01,3.650845092135014403e-01,-3.476402661983704623e-01,-7.800585627555847168e-01
-9.294846224742666640e-01,3.688608634483603321e-01,1.370251674676521980e-01,-6.462361216545104980e-01
-9.535966601526627562e-01,3.010870467915998661e-01,6.369086691362872976e-01,-1.582327127456665039e+00
-9.762890461802902209e-01,2.164710103186549273e-01,5.359356401299573136e-01,6.971161961555480957e-01
-9.979471339616451386e-01,6.404309344291751749e-02,1.239110039889385950e+00,-7.426074706017971039e-03
-9.920449692943538178e-01,-1.258839898389167988e-01,1.235334120091682086e+00,1.661042809486389160e+00
-9.402264387898419118e-01,-3.405499138167143447e-01,1.542202125378622890e+00,5.163905024528503418e-01
-8.696035395617998098e-01,-4.937506293480437014e-01,8.748438394455912981e-01,-1.239226818084716797e+00
-8.871724600571168073e-01,-4.614379981278130538e-01,-8.063957652312251367e-01,-1.268348574638366699e+00
-9.784917336568748070e-01,-2.062860324044349658e-01,-2.260384695292258606e+00,-1.907445788383483887e-01
-9.859317803128339053e-01,1.671482113848837825e-01,-2.534136666797712323e+00,1.908019423484802246e+00
-9.171076909734888760e-01,3.986395403836346940e-01,-1.085972373028399662e+00,-1.815090417861938477e+00
-8.483874383480922710e-01,5.293758158937390546e-01,-9.008311942972392350e-01,-1.135417342185974121e+00
-8.132198960541042743e-01,5.819565281545966418e-01,-1.650696214538301954e-01,5.600878596305847168e-01
-8.810401320566687566e-01,4.730415264071090586e-01,1.347459131509630259e+00,-1.355661004781723022e-01
